Period,Application_ID,Cost,Source,Source_Item
2019-05,PYTHIA,710.0,Group Technology Management,Tableau Projects 2019+
2019-09,SAMS,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-06,TMA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,DATAROBOT,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2018-12,TMA,22382.0,Utilization,CTCO
2017-12,TMA,4087.0,Utilization,Miroslav Semerad
2017-05,DOCSEARCH,817.0,Utilization,Milan Kuchta
2018-01,DSW,0.0,Utilization,Vinay Pokuri
2019-08,DOCSEARCH,550.0,Group Technology Management,PowerCenter Applications
2019-08,GEORE1,170.0,Group Technology Management,Developer Workplace: VSTS
2019-03,INSIGHTSRE,5650.0,Swisscom,"Enterprise Cloud Storage ""fast"" units"
2019-01,DSC,2466.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-03,DSW,1851.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-01,SAMS,14.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-09,GEORE1,0.0,Azure,Tables - GRS - Batch Write Operations
2019-04,GEORE1,0.0,Azure,Tiered Block Blob - Hot GRS - Write Operations - EU West
2019-07,SISLAB,53.0,Azure,Azure App Service Basic Plan - Linux - B3 - EU West - Promo
2019-07,SISLAB,0.0,Azure,Standard SSD Managed Disks - Disk Operations
2019-01,SISLAB,0.0,Azure,Tables - Batch Write Operations
2019-07,SISLAB,0.0,Azure,Virtual Network Peering - Ingress
2019-08,PYTHIA,0.0,Azure,Tables - Batch Write Operations
2019-09,SISLAB,6.0,Azure,Azure Database for MySQL Basic - Compute Gen5 - vCore - EU West
2019-07,PYTHIA,0.0,Azure,Files - LRS - Write Operations
2019-06,DSC,3404.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-05,DSC,6.0,Swisscom,Enterprise Service Cloud Platinum Basic Snapshot units
2019-07,TMA,917.0,Group Technology Management,PowerCenter Applications
2019-03,DNA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-03,DOCPROXY,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-05,OCR,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-02,TMA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-05,SISLAB,9454.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2018-11,OCR,8694.0,Utilization,TCS
2018-04,DNA,1127.0,Utilization,CTCO
2019-03,GEORE1,0.0,Azure,Tables - GRS - Write Operations
2019-01,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication v2 Data Transfer - EU West
2019-04,SISLAB,11.0,Azure,Virtual Machines Dv2/DSv2 promo Series - D3 v2/DS3 v2 - EU West - Expired
2019-08,SISLAB,56.0,Azure,Standard SSD Managed Disks - E15 - Disks - EU West
2019-06,SISLAB,2.0,Azure,IP Addresses - Basic - Static Public IP
2019-07,SISLAB,17.0,Azure,Premium SSD Managed Disks - P4 - Disks - EU West
2019-04,OCR,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-07,TMA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-08,TMA,123.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-09,PYTHIA,15.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-09,SISLAB,2.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-01,TMA,6.0,Swisscom,"Enterprise Cloud Storage ""fast"" units"
2019-04,GEORE1,0.0,Azure,Tiered Block Blob - Hot - Read Operations - EU West
2019-02,SISLAB,4.0,Azure,Standard HDD Managed Disks - S4 - Disks - EU West
2019-03,GEORE1,54.0,Azure,Azure Database for PostgreSQL General Purpose - Storage - Data Stored - EU West
2019-03,SISLAB,0.0,Azure,Tables - GRS - Batch Write Operations
2019-07,SISLAB,22.0,Azure,Premium SSD Managed Disks - P10 - Disks - EU West
2019-05,DSW,3910.0,Utilization,Vimal Kumar
2019-06,DSW,3910.0,Utilization,Vimal Kumar
2018-07,DSW,0.0,Utilization,Vinay Pokuri
2019-03,PYTHIA,199.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-05,LHTI,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-07,SISLAB,18845.0,Group Technology Management,Oracle Database GB Allocated
2019-02,SISLAB,27.0,Group Technology Management,Swisscom Application Cloud Memory
2019-06,DOCSEARCH,630.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-08,TMA,47.0,Group Technology Management,Microsoft SQL Database GB Allocated
2019-01,TMA,917.0,Group Technology Management,PowerCenter Applications
2019-02,GEORE1,47.0,Azure,Premium SSD Managed Disks - P15 - Disks - EU West
2019-05,GEORE1,51.0,Azure,Files - GRS Data Stored
2019-01,GEORE1,3.0,Azure,Files - GRS - Write Operations
2019-09,GEORE1,0.0,Azure,Queues v2 - GRS - Class 1 Operations - EU West
2019-02,SISLAB,15.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-08,INSIGHTSRE,1286.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-09,DATAROBOT,547.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-05,SISLAB,2215.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-07,DSW,1779.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2017-07,OCR,409.0,Utilization,Milan Kuchta
2018-09,DSW,719.0,Utilization,Expert System
2019-02,SISLAB,5395.0,Group Technology Management,Server Instances - Swisscom ESC
2019-07,SAMS,61.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-03,DOCSEARCH,3396.0,Group Technology Management,IBM WebSphere Application Server ND Memory
2019-02,DOCPROXY,2547.0,Group Technology Management,IBM WebSphere Application Server ND Memory
2019-03,SISLAB,1.0,Azure,Log Analytics - Data Analyzed
2019-01,GEORE1,37.0,Azure,Azure Database for PostgreSQL General Purpose - Storage - Data Stored - EU West
2019-03,GEORE1,0.0,Azure,Tables - Scan Operations
2019-06,GEORE1,0.0,Azure,Azure App Service Free Plan - F1
2019-08,GEORE1,78.0,Azure,Premium SSD Managed Disks - P20 - Disks - EU West
2017-01,SAMS,2415.0,Utilization,CTCO
2018-03,DSW,0.0,Utilization,Jana Lateckova
2019-09,LHTI,105.0,Swisscom,Application Cloud Memory units
2019-01,DSW,40.0,Swisscom,Enterprise Service Cloud Platinum Advanced ECO Storage units
2019-01,DSW,701.0,Swisscom,Enterprise Cloud Server CPU units
2018-04,DSW,18377.0,Utilization,Marco Strullato
2017-04,DNA,0.0,Utilization,Ladislas Jacobe de Naurois
2018-05,DSW,8860.0,Utilization,IBM India
2017-07,DSW,2444.0,Utilization,Abhishek M
2017-03,DOCSEARCH,817.0,Utilization,Milan Kuchta
2019-07,TMA,2639.0,Utilization,Rajesh Mahadevaiyer
2018-02,DSW,409.0,Utilization,Tatiana Orlicka
2019-02,DSW,835.0,Utilization,Nuno Mesquita
2019-02,TMA,5.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-08,SISLAB,0.0,Swisscom,Application Cloud Dynamic Storage (S3) encrypted units
2019-06,DATAROBOT,1572.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-07,DSW,1083.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-03,PYTHIA,6.0,Swisscom,Enterprise Service Cloud Platinum Standard Snapshot units
2019-06,SISLAB,40.0,Azure,Standard HDD Managed Disks - S10 - Disks - EU West
2019-09,SISLAB,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-02,SISLAB,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,TMA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-08,SAMS,170.0,Group Technology Management,Developer Workplace: GIT
2019-07,SISLAB,10298.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-02,SISLAB,14.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-01,PYTHIA,54.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-04,SISLAB,15.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-02,DSW,17.0,Swisscom,Enterprise Service Cloud Platinum Standard Snapshot units
2019-05,TMA,469.0,Group Technology Management,Server Instances - Swisscom ESC
2019-04,INSIGHTSRE,3695.0,Group Technology Management,Server Instances - Swisscom ESC
2019-01,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-08,SFILE,710.0,Group Technology Management,Tableau Projects 2019+
2019-05,OCR,911.0,Group Technology Management,Oracle Database GB Allocated
2019-09,PYTHIA,392.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-03,TMA,917.0,Group Technology Management,PowerCenter Applications
2019-04,OCR,911.0,Group Technology Management,Oracle Database GB Allocated
2017-01,DNA,31059.0,Utilization,IBM
2018-03,OCR,1226.0,Utilization,Milan Kuchta
2017-09,DOCSEARCH,817.0,Utilization,Milan Kuchta
2018-10,PYTHIA,489.0,Utilization,Abhishek M
2019-08,SISLAB,0.0,Azure,Tables - LRS Data Stored
2019-07,GEORE1,0.0,Azure,Files - Protocol Operations
2019-09,TMA,0.0,Azure,Tables - Write Operations
2019-09,TMA,0.0,Azure,Files - Read Operations
2018-04,INSIGHTSRE,15053.0,Utilization,IBM India
2019-01,TMA,6692.0,Utilization,TwoImpulse
2017-12,DSW,3355.0,Utilization,Expert System
2017-09,OCR,409.0,Utilization,Milan Kuchta
2019-04,OCR,409.0,Utilization,Milan Kuchta
2019-03,SISLAB,0.0,Azure,General Block Blob - Write Operations
2019-03,SISLAB,5.0,Azure,Backup - GRS Data Stored
2019-08,PYTHIA,20.0,Azure,Container Registry - Standard - Registry Units
2019-09,TMA,586.0,Group Technology Management,Server Instances - Swisscom ESC
2019-08,DSW,4281.0,Group Technology Management,Server Instances - Swisscom ESC
2019-07,OCR,944.0,Group Technology Management,Oracle Database GB Allocated
2019-09,TMA,170.0,Group Technology Management,Developer Workplace: GIT
2019-02,SAMS,72.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-06,LHTI,273.0,Swisscom,Application Cloud Memory units
2019-08,DSW,31.0,Swisscom,Enterprise Service Cloud Platinum Advanced vCPU units
2019-08,PYTHIA,777.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-04,DSW,460.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-05,SISLAB,5553.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-08,PYTHIA,177.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-03,DSW,1528.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-05,SISLAB,5574.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-05,TMA,40.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-06,DATAROBOT,42.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-03,TMA,0.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2018-11,DOCSEARCH,0.0,Utilization,Vinay Pokuri
2019-09,GEORE1,0.0,Azure,Files - GRS Data Stored
2019-03,SISLAB,0.0,Azure,Machine Learning Model Management - Free Tier - Preview
2019-05,SISLAB,0.0,Azure,General Block Blob - Read Operations
2019-06,SISLAB,52.0,Azure,Virtual Machines Dv3/DSv3 Series - D4 v3/D4s v3 - EU West
2019-05,GEORE1,0.0,Azure,Standard Page Blob v2 - Disk Read Operations - EU West
2019-07,OCR,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,DNA,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,TMA,7.0,Azure,Azure App Service Basic Plan - B1
2019-07,GEORE1,0.0,Azure,Files - Read Operations
2019-03,SISLAB,0.0,Azure,Files - Protocol Operations
2019-08,SISLAB,0.0,Azure,Functions - Execution Time
2019-08,PYTHIA,0.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-08,OCR,967.0,Swisscom,Application Cloud Memory units
2019-04,DSW,6.0,Swisscom,Enterprise Service Cloud Platinum Standard ECO Storage units
2019-09,DATAROBOT,213.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-03,DSW,596.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-02,DATAROBOT,1299.0,Swisscom,"Enterprise Cloud Storage ""fast"" units"
2019-07,SISLAB,39.0,Swisscom,"Application Cloud MongoDB ""small"" units"
2019-07,INSIGHTSRE,73.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2019-04,INSIGHTSRE,9.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2018-05,DSW,0.0,Utilization,Vinay Pokuri
2019-06,SISLAB,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-01,DNA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-01,GEORE1,0.0,Azure,Logic Apps - Consumption - Built-in Actions
2019-09,SISLAB,0.0,Azure,Tables - Batch Write Operations
2019-01,GEORE1,1.0,Azure,Tables - RA-GRS Data Stored
2019-03,GEORE1,0.0,Azure,IP Addresses - Basic - Dynamic Public IP
2019-06,SISLAB,5.0,Azure,SQL Database Single Basic - B - DTUs
2019-06,SISLAB,13.0,Azure,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - EU West
2019-08,DOCPROXY,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-03,OCR,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-08,INSIGHTSRE,170.0,Group Technology Management,Developer Workplace: GIT
2019-07,SISLAB,4435.0,Group Technology Management,Server Storage HNAS - on premise
2019-07,SAMS,23.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-03,SISLAB,2064.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-02,INSIGHTSRE,8353.0,Utilization,Paolo Tortora
2018-06,DNA,4348.0,Utilization,CTCO
2018-12,PYTHIA,244.0,Utilization,Vimal Kumar
2019-06,PYTHIA,0.0,Azure,Files - LRS Data Stored - IN Central
2019-06,PYTHIA,167.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-06,GEORE1,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - EU West
2019-09,DSW,11.0,Swisscom,Enterprise Service Cloud Platinum Advanced vCPU units
2019-09,DSC,887.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-01,PYTHIA,587.0,Swisscom,Enterprise Cloud Server CPU units
2019-02,PYTHIA,41.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-03,PYTHIA,35.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2017-05,TMA,2861.0,Utilization,Miroslav Semerad
2018-09,PYTHIA,5012.0,Utilization,Nuno Mesquita
2019-05,SISLAB,710.0,Group Technology Management,Tableau Projects 2019+
2019-04,SFILE,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,SFILE,170.0,Group Technology Management,Developer Workplace: GIT
2019-09,DSC,2.0,Group Technology Management,Server Storage HNAS - on premise
2019-01,SISLAB,7.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-01,DSW,4.0,Swisscom,Enterprise Service Cloud Platinum Standard ECO Storage units
2019-06,SISLAB,4898.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-01,SISLAB,5080.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-09,SAMS,25.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2018-09,DSW,7812.0,Utilization,IBM India
2017-11,DSW,0.0,Utilization,Vinay Pokuri
2019-04,SISLAB,0.0,Azure,Tables - Batch Write Operations
2019-03,SISLAB,0.0,Azure,Files - LRS Data Stored
2019-05,SISLAB,1.0,Azure,Log Analytics - Data Analyzed
2019-09,GEORE1,3.0,Azure,Standard Page Blob v2 - RA-GRS Data Stored - EU West
2019-02,SISLAB,0.0,Azure,General Block Blob - Write Operations
2019-02,GEORE1,18.0,Azure,Container Registry - Standard - Registry Units
2019-03,DOCPROXY,49.0,Group Technology Management,IBM WebSphere Datapower Services
2019-04,OCR,170.0,Group Technology Management,Developer Workplace: GIT
2019-02,SISLAB,4292.0,Group Technology Management,Server Storage HNAS - on premise
2019-04,GEORE1,0.0,Azure,Tiered Block Blob - All Other Operations - EU West
2019-04,SISLAB,0.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-02,SISLAB,0.0,Azure,Tables - RA-GRS Data Stored
2019-01,SISLAB,0.0,Azure,Tiered Block Blob - All Other Operations - EU West
2019-06,SFILE,710.0,Group Technology Management,Tableau Projects 2019+
2019-08,DSW,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-06,GEORE1,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,WAEXI,170.0,Group Technology Management,Developer Workplace: GIT
2018-09,DSW,14386.0,Utilization,IBM Slovakia
2019-05,TMA,4891.0,Utilization,TCS
2017-11,OCR,817.0,Utilization,Milan Kuchta
2019-02,SISLAB,4862.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-07,DSC,183.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-09,DSW,589.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-05,SISLAB,20.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-01,GEORE1,0.0,Azure,Tiered Block Blob - Hot - Read Operations - EU West
2019-05,GEORE1,0.0,Azure,Tiered Block Blob - All Other Operations - EU West
2019-08,SISLAB,0.0,Azure,Files - Read Operations
2019-06,GEORE1,19.0,Azure,Container Registry - Standard - Registry Units
2019-05,GEORE1,0.0,Azure,Files - Protocol Operations
2018-07,INSIGHTSRE,10861.0,Utilization,IBM Slovakia
2019-07,SAMS,41.0,Utilization,Milan Kuchta
2019-03,DOCPROXY,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,OCR,550.0,Group Technology Management,PowerCenter Applications
2019-09,DOCPROXY,356.0,Swisscom,Application Cloud Memory units
2019-01,DSW,138.0,Swisscom,"Enterprise Cloud Backup Storage ""remote"" units"
2019-02,SISLAB,1808.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-03,DSW,103.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-01,SISLAB,0.0,Azure,Tables - RA-GRS Data Stored
2019-03,SISLAB,0.0,Azure,Queues - LRS - Class 1 Operations
2019-01,GEORE1,16.0,Azure,Container Registry - Standard - Registry Units
2019-07,GEORE1,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - EU West
2019-05,SISLAB,0.0,Azure,Azure Cosmos DB - Data Stored - US West
2019-06,OCR,277.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-02,DOCPROXY,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-07,SISLAB,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-09,DSW,20.0,Swisscom,Enterprise Service Cloud Platinum Advanced Memory units
2019-08,TMA,255.0,Swisscom,"Application Cloud MongoDB ""medium"" units"
2018-06,OCR,1226.0,Utilization,Milan Kuchta
2018-12,PYTHIA,4177.0,Utilization,Nuno Mesquita
2017-11,DNA,1671.0,Utilization,Marco Strullato
2019-01,TMA,17.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-06,INSIGHTSRE,7578.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-08,PYTHIA,180.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-03,TMA,56.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-07,DATAROBOT,44.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-01,SISLAB,0.0,Azure,Logic Apps - Consumption - Data Retention
2019-02,SISLAB,0.0,Azure,Virtual Network Peering - Egress
2019-08,INSIGHTSRE,5571.0,Group Technology Management,Server Instances - Swisscom ESC
2019-01,VISREPBOXI,2146.0,Group Technology Management,Business Objects Applications
2019-06,SISLAB,27.0,Group Technology Management,Swisscom Application Cloud Memory
2018-03,DSW,10099.0,Utilization,IBM Slovakia
2019-06,OCR,5434.0,Utilization,TCS
2018-08,DOCSEARCH,0.0,Utilization,Vinay Pokuri
2019-07,OCR,409.0,Utilization,Milan Kuchta
2017-02,SAMS,204.0,Utilization,Milan Kuchta
2019-09,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-01,OCR,277.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-09,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,OCR,785.0,Group Technology Management,Oracle Database GB Allocated
2019-01,GEORE1,0.0,Azure,Bandwidth - Data Transfer In - Zone 1
2019-05,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US West
2017-05,OCR,12498.0,Utilization,TCS
2018-05,PYTHIA,9336.0,Utilization,IBM Slovakia
2019-03,DSW,3422.0,Utilization,Vimal Kumar
2017-01,OCR,409.0,Utilization,Milan Kuchta
2019-09,SAMS,41.0,Utilization,Milan Kuchta
2019-01,DOCPROXY,855.0,Swisscom,Application Cloud Memory units
2019-05,DSW,35.0,Swisscom,Enterprise Service Cloud Platinum Advanced vCPU units
2019-09,SISLAB,5.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-08,PYTHIA,76.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-04,INSIGHTSRE,4.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-03,DATAROBOT,11.0,Swisscom,Enterprise Service Cloud Platinum Standard Snapshot units
2019-05,PYTHIA,196.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-04,DSW,311.0,Swisscom,"Enterprise Service Cloud Platinum Advanced Backup ""remote/local"" units"
2019-06,PYTHIA,81.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-06,INSIGHTSRE,4.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-07,PYTHIA,200.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-07,DSW,81.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-07,DSC,1818.0,Group Technology Management,Server Instances - Swisscom ESC
2019-08,PYTHIA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-09,DOCPROXY,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-01,TMA,170.0,Group Technology Management,Developer Workplace: GIT
2019-05,VISREPBOXI,0.0,Group Technology Management,Oracle Database GB Allocated
2019-08,DSC,2.0,Group Technology Management,Server Storage HNAS - on premise
2018-11,DSW,4644.0,Utilization,Vimal Kumar
2017-03,DNA,8353.0,Utilization,Kallirroi Flouri
2019-04,SISLAB,0.0,Azure,Bandwidth - Data Transfer In - Zone 2
2019-01,SISLAB,216.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-01,SISLAB,0.0,Azure,Tables - GRS - Batch Write Operations
2019-09,SISLAB,4.0,Azure,Premium SSD Managed Disks - P10 - Disks - EU West
2017-11,TMA,27856.0,Utilization,CTCO
2019-01,SAMS,9983.0,Utilization,CTCO
2019-07,INSIGHTSRE,6682.0,Utilization,Paolo Tortora
2017-10,DSW,0.0,Utilization,Vinay Pokuri
2019-08,TMA,2639.0,Utilization,Rajesh Mahadevaiyer
2019-05,SISLAB,0.0,Azure,Azure App Service Free Plan - F1
2019-01,GEORE1,0.0,Azure,Tables - Scan Operations
2019-09,SISLAB,0.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-08,GEORE1,0.0,Azure,Tables - GRS - Batch Write Operations
2019-09,GEORE1,0.0,Azure,Tiered Block Blob - Hot - Read Operations - EU West
2019-04,DNA,1231.0,Swisscom,Application Cloud Memory units
2019-04,PYTHIA,833.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-04,SAMS,10.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-04,INSIGHTSRE,752.0,Group Technology Management,Swisscom Application Cloud Memory
2019-01,DNA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-03,SISLAB,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-08,DNA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-06,TMA,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,DOCPROXY,2547.0,Group Technology Management,IBM WebSphere Application Server ND Memory
2019-09,TMA,32204.0,Utilization,CTCO
2017-06,DOCSEARCH,23509.0,Utilization,CTCO
2017-12,OCR,817.0,Utilization,Milan Kuchta
2018-12,SAMS,644.0,Utilization,CTCO
2019-02,PYTHIA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-01,OCR,170.0,Group Technology Management,Developer Workplace: GIT
2019-03,OCR,550.0,Group Technology Management,PowerCenter Applications
2019-07,DSW,35.0,Swisscom,Enterprise Service Cloud Platinum Advanced vCPU units
2019-03,DATAROBOT,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-08,GEORE1,183.0,Azure,Tiered Block Blob - Hot RA-GRS - Data Stored - EU West
2019-07,SISLAB,1.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-08,DATAROBOT,411.0,Group Technology Management,Server Instances - Swisscom ESC
2019-05,DATAROBOT,411.0,Group Technology Management,Server Instances - Swisscom ESC
2019-04,DOCPROXY,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-01,WATSONEXP,37.0,Group Technology Management,Server Storage GB - on premise
2019-01,DSC,4649.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-04,OCR,9238.0,Utilization,TCS
2019-02,PYTHIA,131.0,Swisscom,"Enterprise Cloud Backup Storage ""remote"" units"
2019-04,DSW,1335.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-06,SISLAB,37.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-01,SISLAB,2.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-07,SISLAB,11644.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-06,TMA,184.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-04,DSC,2449.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-01,SISLAB,10.0,Azure,Tables - LRS Data Stored
2019-04,GEORE1,0.0,Azure,Azure App Service Free Plan - F1
2019-01,GEORE1,40.0,Azure,Azure Databricks - Standard - Data Analytics - DBU
2018-06,OCR,20867.0,Utilization,TCS
2018-11,DNA,8353.0,Utilization,Kallirroi Flouri
2017-05,OCR,4348.0,Utilization,CTCO
2019-08,PYTHIA,1349.0,Group Technology Management,Server Instances - Swisscom ESC
2019-01,DNA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-02,TMA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-04,OCR,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-04,GEORE1,3.0,Azure,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2  - EU West
2019-08,DNA,1274.0,Swisscom,Application Cloud Memory units
2019-07,DSW,62.0,Swisscom,Enterprise Service Cloud Platinum Advanced Memory units
2019-07,PYTHIA,1180.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
